Word,Concreteness,Frequency,Dom_Pos
defection,2.32,19,Noun
delinquency,2.32,23,Noun
depravation,2.32,3,Noun
disapproval,2.32,31,Noun
disembodiment,2.32,1,Noun
ease,2.32,974,Noun
emptiness,2.32,92,Noun
encroachment,2.32,2,Noun
farce,2.32,89,Noun
littleness,2.32,4,Noun
lull,2.32,60,Noun
middleclass,2.32,1,Noun
overkill,2.32,29,Noun
potency,2.32,24,Noun
preposition,2.32,16,Noun
repopulation,2.32,1,Noun
restlessness,2.32,16,Noun
rogue,2.32,190,Noun
ruling,2.32,209,Noun
servitude,2.32,34,Noun
stature,2.32,85,Noun
stuffiness,2.32,1,Noun
unloosen,2.32,4,Noun
verge,2.32,167,Noun
wastefulness,2.32,1,Noun
absence,2.31,322,Noun
ambiance,2.31,8,Noun
blaspheme,2.31,14,Noun
bloodlust,2.31,9,Noun
blowhard,2.31,19,Noun
blues,2.31,523,Noun
clairvoyant,2.31,36,Noun
dawning,2.31,38,Noun
demise,2.31,87,Noun
demotion,2.31,16,Noun
depiction,2.31,16,Noun
disengagement,2.31,6,Noun
downfall,2.31,64,Noun
ending,2.31,812,Noun
entrapment,2.31,43,Noun
experimentation,2.31,30,Noun
faulting,2.31,1,Noun
frenzy,2.31,103,Noun
heartland,2.31,28,Noun
hysterics,2.31,33,Noun
intensifier,2.31,3,Noun
lamentation,2.31,3,Noun
macro,2.31,28,Noun
miscalculation,2.31,23,Noun
motherfucker,2.31,2616,Noun
nervousness,2.31,30,Noun
nonsupport,2.31,1,Noun
obscenity,2.31,53,Noun
preflight,2.31,5,Noun
prerecord,2.31,1,Noun
productivity,2.31,29,Noun
psychology,2.31,279,Noun
psychosis,2.31,68,Noun
purification,2.31,25,Noun
qualifier,2.31,7,Noun
rationalization,2.31,15,Noun
reorganization,2.31,18,Noun
sameness,2.31,8,Noun
scourge,2.31,67,Noun
shortsightedness,2.31,2,Noun
skeptic,2.31,25,Noun
slackness,2.31,2,Noun
suppression,2.31,25,Noun
transposition,2.31,5,Noun
trusteeship,2.31,1,Noun
worldview,2.31,5,Noun
accessibility,2.3,2,Noun
antiestablishment,2.3,3,Noun
antiwar,2.3,16,Noun
arrangement,2.3,482,Noun
association,2.3,414,Noun
attention,2.3,5032,Noun
condescension,2.3,9,Noun
delight,2.3,288,Noun
delusion,2.3,138,Noun
distortion,2.3,60,Noun
dopey,2.3,72,Noun
eradication,2.3,15,Noun
exaltation,2.3,3,Noun
excommunication,2.3,7,Noun
gentleness,2.3,18,Noun
girlishness,2.3,1,Noun
handsomeness,2.3,2,Noun
headway,2.3,33,Noun
ignoramus,2.3,18,Noun
menace,2.3,190,Noun
misdeed,2.3,1,Noun
mobilization,2.3,19,Noun
multiphase,2.3,1,Noun
negativity,2.3,33,Noun
nonevent,2.3,2,Noun
passion,2.3,1008,Noun
pun,2.3,94,Noun
reconnection,2.3,1,Noun
renaissance,2.3,112,Noun
restfulness,2.3,1,Noun
resurrection,2.3,172,Noun
rundown,2.3,74,Noun
taker,2.3,46,Noun
tragicomedy,2.3,1,Noun
wellbeing,2.3,10,Noun
whodunit,2.3,8,Noun
blandness,2.29,5,Noun
boyhood,2.29,31,Noun
chronology,2.29,10,Noun
controversy,2.29,83,Noun
credibility,2.29,163,Noun
debacle,2.29,34,Noun
discrimination,2.29,111,Noun
dismay,2.29,23,Noun
enhancement,2.29,23,Noun
equalization,2.29,3,Noun
exaggeration,2.29,47,Noun
extradition,2.29,66,Noun
haste,2.29,106,Noun
interrelationship,2.29,2,Noun
jubilee,2.29,41,Noun
legit,2.29,136,Noun
mistreatment,2.29,15,Noun
obedience,2.29,87,Noun
objection,2.29,1108,Noun
orneriness,2.29,1,Noun
renewal,2.29,49,Noun
reserve,2.29,366,Noun
retrofit,2.29,9,Noun
supplication,2.29,6,Noun
thoroughness,2.29,15,Noun
wedlock,2.29,54,Noun
collateral,2.28,173,Noun
demographics,2.28,24,Noun
discomfort,2.28,81,Noun
diversity,2.28,56,Noun
ethics,2.28,273,Noun
fatale,2.28,13,Noun
fellowship,2.28,150,Noun
fiasco,2.28,83,Noun
health,2.28,2054,Noun
impertinence,2.28,30,Noun
inequality,2.28,3,Noun
joviality,2.28,1,Noun
limit,2.28,664,Noun
mooch,2.28,45,Noun
postdoctoral,2.28,3,Noun
pureblood,2.28,5,Noun
reclamation,2.28,19,Noun
replenishment,2.28,1,Noun
sterility,2.28,9,Noun
subsistence,2.28,3,Noun
timesaver,2.28,4,Noun
unreason,2.28,2,Noun
vestige,2.28,15,Noun
wacko,2.28,141,Noun
affliction,2.27,60,Noun
antithesis,2.27,16,Noun
artificiality,2.27,5,Noun
basics,2.27,114,Noun
congratulation,2.27,25,Noun
duress,2.27,59,Noun
escalation,2.27,20,Noun
everyplace,2.27,19,Noun
exaggerator,2.27,2,Noun
glee,2.27,58,Noun
invisibility,2.27,34,Noun
lingo,2.27,59,Noun
melancholia,2.27,7,Noun
mesmerism,2.27,4,Noun
metabolism,2.27,55,Noun
microscopy,2.27,5,Noun
misdirection,2.27,24,Noun
nonattendance,2.27,1,Noun
outcome,2.27,201,Noun
permission,2.27,1587,Noun
pragmatist,2.27,9,Noun
saver,2.27,31,Noun
shallowness,2.27,5,Noun
superimposition,2.27,2,Noun
surrealism,2.27,14,Noun
velocity,2.27,142,Noun
vigor,2.27,21,Noun
vulgarism,2.27,2,Noun
zest,2.27,35,Noun
accompaniment,2.26,15,Noun
admittance,2.26,34,Noun
badness,2.26,29,Noun
boorishness,2.26,2,Noun
calculus,2.26,47,Noun
diminishment,2.26,2,Noun
discord,2.26,52,Noun
exhilaration,2.26,13,Noun
freethinker,2.26,1,Noun
humor,2.26,849,Noun
incentive,2.26,100,Noun
luxuriousness,2.26,2,Noun
maturation,2.26,3,Noun
misdiagnosis,2.26,2,Noun
par,2.26,253,Noun
permutation,2.26,3,Noun
phenomenon,2.26,234,Noun
premeditation,2.26,17,Noun
pretext,2.26,65,Noun
proverb,2.26,55,Noun
rating,2.26,112,Noun
resale,2.26,12,Noun
resilience,2.26,7,Noun
scrutiny,2.26,58,Noun
shithead,2.26,171,Noun
stardom,2.26,31,Noun
sustenance,2.26,29,Noun
takings,2.26,8,Noun
adverb,2.25,10,Noun
alliteration,2.25,9,Noun
annulment,2.25,76,Noun
assistance,2.25,558,Noun
benefit,2.25,732,Noun
conditioning,2.25,196,Noun
contentment,2.25,21,Noun
cousinhood,2.25,1,Noun
defamation,2.25,29,Noun
desolation,2.25,31,Noun
dimwittedness,2.25,1,Noun
downgrade,2.25,5,Noun
fanatic,2.25,84,Noun
gusto,2.25,46,Noun
infringement,2.25,9,Noun
inkling,2.25,35,Noun
insistence,2.25,21,Noun
introvert,2.25,3,Noun
intrusion,2.25,127,Noun
lieutenancy,2.25,1,Noun
lyricism,2.25,2,Noun
maneuverability,2.25,6,Noun
manipulation,2.25,69,Noun
minimum,2.25,415,Noun
opposition,2.25,155,Noun
psychoanalysis,2.25,25,Noun
quirk,2.25,20,Noun
reenlistment,2.25,1,Noun
rejection,2.25,168,Noun
restriction,2.25,26,Noun
runaround,2.25,34,Noun
scallywag,2.25,3,Noun
subtype,2.25,2,Noun
trouble,2.25,11401,Noun
airiness,2.24,1,Noun
ascendant,2.24,34,Noun
attentiveness,2.24,3,Noun
attraction,2.24,348,Noun
boastfulness,2.24,3,Noun
brownnose,2.24,7,Noun
conception,2.24,106,Noun
confusion,2.24,363,Noun
diffusion,2.24,11,Noun
dilution,2.24,2,Noun
discipline,2.24,462,Noun
discriminator,2.24,1,Noun
enlistment,2.24,15,Noun
equivalency,2.24,11,Noun
era,2.24,291,Noun
federation,2.24,197,Noun
fraternization,2.24,3,Noun
hostility,2.24,139,Noun
housewifery,2.24,1,Noun
hybridization,2.24,2,Noun
incest,2.24,44,Noun
infatuation,2.24,43,Noun
intelligence,2.24,983,Noun
mayhem,2.24,109,Noun
misapplication,2.24,1,Noun
mutiny,2.24,126,Noun
nastiness,2.24,9,Noun
odds,2.24,970,Noun
pandemonium,2.24,33,Noun
pardon,2.24,3297,Noun
portability,2.24,1,Noun
portrayal,2.24,18,Noun
premise,2.24,61,Noun
psychodynamics,2.24,2,Noun
rarity,2.24,20,Noun
reproof,2.24,2,Noun
shame,2.24,2120,Noun
startup,2.24,14,Noun
status,2.24,750,Noun
unrest,2.24,52,Noun
validation,2.24,36,Noun
variable,2.24,39,Noun
abomination,2.23,58,Noun
acclamation,2.23,1,Noun
atheism,2.23,5,Noun
autocracy,2.23,2,Noun
blather,2.23,14,Noun
breadth,2.23,22,Noun
brevity,2.23,11,Noun
causer,2.23,4,Noun
comeback,2.23,170,Noun
degradation,2.23,39,Noun
dementia,2.23,66,Noun
dibs,2.23,118,Noun
dupe,2.23,33,Noun
embryology,2.23,1,Noun
enthusiast,2.23,29,Noun
extrovert,2.23,5,Noun
flamboyance,2.23,1,Noun
husbandry,2.23,10,Noun
impoverishment,2.23,2,Noun
impression,2.23,946,Noun
inaccessibility,2.23,3,Noun
infiltration,2.23,40,Noun
malarkey,2.23,23,Noun
misinformation,2.23,14,Noun
modesty,2.23,90,Noun
personhood,2.23,1,Noun
prearrangement,2.23,2,Noun
renunciation,2.23,11,Noun
resonance,2.23,33,Noun
revelry,2.23,9,Noun
suggestion,2.23,622,Noun
throwback,2.23,26,Noun
unity,2.23,138,Noun
viewpoint,2.23,50,Noun
aesthetics,2.22,15,Noun
affection,2.22,431,Noun
agreement,2.22,892,Noun
attempt,2.22,975,Noun
beautification,2.22,7,Noun
blasphemy,2.22,75,Noun
confluence,2.22,10,Noun
counteraction,2.22,1,Noun
debauchery,2.22,23,Noun
decadence,2.22,29,Noun
disconnection,2.22,4,Noun
disinterest,2.22,6,Noun
dispersion,2.22,3,Noun
equity,2.22,67,Noun
imbalance,2.22,54,Noun
inversion,2.22,13,Noun
jolliness,2.22,1,Noun
likeness,2.22,98,Noun
negativism,2.22,2,Noun
nonstarter,2.22,1,Noun
perjury,2.22,115,Noun
poof,2.22,110,Noun
prejudice,2.22,163,Noun
prematurity,2.22,1,Noun
pseudoscience,2.22,1,Noun
renegotiations,2.22,1,Noun
shortfall,2.22,4,Noun
undertaking,2.22,40,Noun
vesting,2.22,7,Noun
abundance,2.21,45,Noun
acceptance,2.21,161,Noun
anxiety,2.21,345,Noun
apocalypse,2.21,126,Noun
brunt,2.21,25,Noun
civics,2.21,20,Noun
conflict,2.21,444,Noun
deficit,2.21,55,Noun
despair,2.21,299,Noun
dreamworld,2.21,1,Noun
easiness,2.21,1,Noun
endeavor,2.21,76,Noun
energizer,2.21,13,Noun
excitability,2.21,2,Noun
excitation,2.21,3,Noun
farewell,2.21,482,Noun
hater,2.21,32,Noun
inclusion,2.21,10,Noun
inconsistency,2.21,13,Noun
irreverence,2.21,9,Noun
irritability,2.21,11,Noun
kinship,2.21,22,Noun
laziness,2.21,24,Noun
lewdness,2.21,10,Noun
libel,2.21,56,Noun
liberation,2.21,118,Noun
meanness,2.21,26,Noun
motivator,2.21,13,Noun
multiplicity,2.21,4,Noun
neutralization,2.21,5,Noun
novelty,2.21,85,Noun
occultism,2.21,3,Noun
outset,2.21,16,Noun
persistence,2.21,42,Noun
perverseness,2.21,3,Noun
phases,2.21,30,Noun
philanthropy,2.21,4,Noun
ploy,2.21,78,Noun
precaution,2.21,174,Noun
pronto,2.21,145,Noun
protectiveness,2.21,4,Noun
quencher,2.21,1,Noun
radiance,2.21,12,Noun
rebirth,2.21,53,Noun
relapse,2.21,47,Noun
repulsiveness,2.21,1,Noun
revelation,2.21,140,Noun
seduction,2.21,50,Noun
service,2.21,4076,Noun
slipup,2.21,8,Noun
smidge,2.21,17,Noun
socialism,2.21,29,Noun
success,2.21,1390,Noun
thriller,2.21,69,Noun
unshaken,2.21,1,Noun
untruth,2.21,5,Noun
vastness,2.21,12,Noun
assertion,2.2,14,Noun
awfulness,2.2,5,Noun
casualness,2.2,1,Noun
clownishness,2.2,1,Noun
completeness,2.2,7,Noun
comradeship,2.2,8,Noun
convergence,2.2,12,Noun
counterrevolution,2.2,2,Noun
curtailment,2.2,1,Noun
excellence,2.2,134,Noun
exultation,2.2,6,Noun
frazzle,2.2,6,Noun
heartache,2.2,74,Noun
horniness,2.2,9,Noun
incidence,2.2,18,Noun
insurgence,2.2,1,Noun
jubilation,2.2,5,Noun
lessening,2.2,4,Noun
militarization,2.2,1,Noun
mobility,2.2,35,Noun
paganism,2.2,1,Noun
prevention,2.2,32,Noun
reacquisition,2.2,2,Noun
redistribution,2.2,10,Noun
reinvention,2.2,4,Noun
reliance,2.2,14,Noun
resurgence,2.2,4,Noun
smallness,2.2,2,Noun
stoicism,2.2,6,Noun
strife,2.2,85,Noun
unfamiliarity,2.2,1,Noun
zinger,2.2,11,Noun
adjunct,2.19,7,Noun
adorableness,2.19,1,Noun
adoration,2.19,30,Noun
behavior,2.19,1142,Noun
biodiversity,2.19,2,Noun
blessing,2.19,495,Noun
camaraderie,2.19,27,Noun
chiding,2.19,1,Noun
clearance,2.19,350,Noun
condolence,2.19,17,Noun
consultation,2.19,64,Noun
decision,2.19,2808,Noun
deduction,2.19,87,Noun
deliberation,2.19,20,Noun
demerit,2.19,10,Noun
demobilization,2.19,1,Noun
depressive,2.19,22,Noun
disgust,2.19,141,Noun
dreamer,2.19,155,Noun
dualism,2.19,1,Noun
duty,2.19,2599,Noun
elite,2.19,151,Noun
expediency,2.19,10,Noun
flirtation,2.19,36,Noun
functionary,2.19,2,Noun
grievance,2.19,46,Noun
hankering,2.19,33,Noun
harshness,2.19,7,Noun
hullabaloo,2.19,15,Noun
knucklehead,2.19,55,Noun
loss,2.19,1485,Noun
mainstay,2.19,9,Noun
midweek,2.19,6,Noun
misconduct,2.19,40,Noun
nuisance,2.19,164,Noun
orderliness,2.19,2,Noun
ordination,2.19,5,Noun
polarity,2.19,18,Noun
propriety,2.19,20,Noun
provocation,2.19,53,Noun
reassessment,2.19,1,Noun
reconciliation,2.19,52,Noun
representation,2.19,127,Noun
rightness,2.19,9,Noun
role,2.19,929,Noun
romance,2.19,792,Noun
saga,2.19,40,Noun
secret,2.19,5585,Noun
stagnation,2.19,5,Noun
supervision,2.19,126,Noun
taint,2.19,40,Noun
talent,2.19,1332,Noun
transition,2.19,159,Noun
unchaste,2.19,2,Noun
utilization,2.19,9,Noun
verdict,2.19,558,Noun
volatility,2.19,4,Noun
amnesty,2.18,68,Noun
computerization,2.18,1,Noun
disclosure,2.18,51,Noun
distinctiveness,2.18,1,Noun
elegance,2.18,65,Noun
habitability,2.18,3,Noun
hassle,2.18,133,Noun
havoc,2.18,69,Noun
incompetence,2.18,76,Noun
inspiration,2.18,362,Noun
limitation,2.18,15,Noun
preparation,2.18,206,Noun
quality,2.18,947,Noun
confidence,2.17,993,Noun
context,2.17,163,Noun
counterargument,2.17,1,Noun
defiance,2.17,57,Noun
degeneration,2.17,20,Noun
delinquent,2.17,71,Noun
depravity,2.17,34,Noun
devaluation,2.17,2,Noun
dissent,2.17,30,Noun
divulger,2.17,1,Noun
encumbrance,2.17,1,Noun
enjoyment,2.17,69,Noun
excruciate,2.17,1,Noun
exemption,2.17,20,Noun
femininity,2.17,20,Noun
feminism,2.17,17,Noun
gratefulness,2.17,2,Noun
homage,2.17,67,Noun
homesickness,2.17,6,Noun
initiation,2.17,68,Noun
inquisition,2.17,22,Noun
manners,2.17,651,Noun
miscommunication,2.17,15,Noun
mourning,2.17,175,Noun
multiprocessing,2.17,1,Noun
myth,2.17,352,Noun
oversimplification,2.17,2,Noun
permanency,2.17,2,Noun
polytheist,2.17,1,Noun
profiteering,2.17,7,Noun
prognosis,2.17,54,Noun
promiscuity,2.17,30,Noun
seductiveness,2.17,2,Noun
sentimentalist,2.17,13,Noun
shortcoming,2.17,5,Noun
skill,2.17,404,Noun
switcheroo,2.17,15,Noun
telepathy,2.17,47,Noun
triumph,2.17,237,Noun
upsurge,2.17,2,Noun
vividness,2.17,2,Noun
witchery,2.17,3,Noun
abstention,2.16,6,Noun
aggregation,2.16,2,Noun
banishment,2.16,10,Noun
cohesion,2.16,5,Noun
conscription,2.16,9,Noun
dedication,2.16,173,Noun
differentiation,2.16,4,Noun
hex,2.16,66,Noun
malcontent,2.16,10,Noun
maleness,2.16,4,Noun
matriculation,2.16,1,Noun
proposition,2.16,402,Noun
reprisal,2.16,13,Noun
subsidy,2.16,5,Noun
surety,2.16,7,Noun
voraciousness,2.16,1,Noun
whammy,2.16,34,Noun
affluence,2.15,7,Noun
alertness,2.15,4,Noun
atrocity,2.15,32,Noun
audiology,2.15,2,Noun
beastliness,2.15,1,Noun
cheapo,2.15,7,Noun
clincher,2.15,17,Noun
combativeness,2.15,1,Noun
condition,2.15,1936,Noun
conjunction,2.15,66,Noun
creation,2.15,310,Noun
dependence,2.15,21,Noun
difference,2.15,4066,Noun
directorship,2.15,3,Noun
disorientation,2.15,29,Noun
divergence,2.15,3,Noun
efficiency,2.15,139,Noun
egotist,2.15,7,Noun
enhancer,2.15,9,Noun
etiquette,2.15,96,Noun
exile,2.15,95,Noun
fallback,2.15,32,Noun
gripe,2.15,40,Noun
heartbreak,2.15,112,Noun
hospitality,2.15,231,Noun
hyperinflation,2.15,1,Noun
infarction,2.15,14,Noun
jest,2.15,68,Noun
leftist,2.15,9,Noun
licensing,2.15,11,Noun
lifetime,2.15,929,Noun
lust,2.15,284,Noun
manliness,2.15,12,Noun
musicology,2.15,1,Noun
mythology,2.15,101,Noun
niceness,2.15,12,Noun
perpetuation,2.15,2,Noun
pilgrimage,2.15,58,Noun
progression,2.15,39,Noun
pronouncement,2.15,6,Noun
reductionist,2.15,2,Noun
remarriage,2.15,3,Noun
retrograde,2.15,17,Noun
rudeness,2.15,43,Noun
rumor,2.15,531,Noun
shamanism,2.15,7,Noun
slothfulness,2.15,2,Noun
speculation,2.15,118,Noun
subversion,2.15,9,Noun
suddenness,2.15,9,Noun
thanks,2.15,31789,Noun
tribulation,2.15,2,Noun
vanity,2.15,210,Noun
vogue,2.15,119,Noun
aggregate,2.14,10,Noun
annoyance,2.14,25,Noun
attractiveness,2.14,9,Noun
competitiveness,2.14,7,Noun
consolation,2.14,186,Noun
deceitfulness,2.14,2,Noun
desensitization,2.14,3,Noun
disgustingness,2.14,2,Noun
disharmony,2.14,4,Noun
drudgery,2.14,9,Noun
dullness,2.14,7,Noun
editorship,2.14,1,Noun
embodiment,2.14,29,Noun
familiarity,2.14,34,Noun
fiction,2.14,310,Noun
foolery,2.14,4,Noun
grudge,2.14,226,Noun
hallucination,2.14,91,Noun
heartbreaker,2.14,32,Noun
impotency,2.14,2,Noun
ineptness,2.14,1,Noun
intensity,2.14,127,Noun
interconnection,2.14,1,Noun
lifestyle,2.14,252,Noun
lightheartedness,2.14,1,Noun
melodrama,2.14,35,Noun
misidentification,2.14,2,Noun
nullification,2.14,6,Noun
onset,2.14,43,Noun
philosophy,2.14,422,Noun
precursor,2.14,7,Noun
psychodrama,2.14,4,Noun
qualifications,2.14,129,Noun
reconfiguration,2.14,5,Noun
redevelopment,2.14,13,Noun
reflexive,2.14,1,Noun
relentlessness,2.14,1,Noun
renegotiation,2.14,6,Noun
repressiveness,2.14,1,Noun
rheumatology,2.14,1,Noun
rivalry,2.14,54,Noun
skepticism,2.14,36,Noun
studiousness,2.14,1,Noun
subculture,2.14,6,Noun
voyeurism,2.14,10,Noun
acquit,2.13,24,Noun
antiquity,2.13,14,Noun
attainment,2.13,3,Noun
deluxe,2.13,98,Noun
forensics,2.13,192,Noun
globalization,2.13,14,Noun
inattention,2.13,3,Noun
noncombat,2.13,3,Noun
nonparticipation,2.13,1,Noun
precedence,2.13,27,Noun
rationale,2.13,19,Noun
recompression,2.13,3,Noun
remission,2.13,45,Noun
scandal,2.13,414,Noun
titillation,2.13,6,Noun
variety,2.13,294,Noun
xenophobia,2.13,3,Noun
academia,2.12,12,Noun
affirmation,2.12,27,Noun
anarchy,2.12,103,Noun
antifeminist,2.12,2,Noun
avoider,2.12,2,Noun
brainwork,2.12,1,Noun
cancelation,2.12,1,Noun
congrats,2.12,91,Noun
continuance,2.12,57,Noun
deferment,2.12,7,Noun
disorient,2.12,4,Noun
doctrine,2.12,43,Noun
domineer,2.12,2,Noun
duplicity,2.12,11,Noun
emphasis,2.12,65,Noun
emulation,2.12,1,Noun
forethought,2.12,9,Noun
freshness,2.12,29,Noun
goner,2.12,78,Noun
highlife,2.12,2,Noun
humanness,2.12,2,Noun
hypothesis,2.12,44,Noun
industrialization,2.12,3,Noun
infliction,2.12,14,Noun
marvel,2.12,99,Noun
materiality,2.12,4,Noun
mistrial,2.12,59,Noun
modernism,2.12,2,Noun
moratorium,2.12,14,Noun
myriad,2.12,28,Noun
newsbeat,2.12,1,Noun
observation,2.12,380,Noun
predication,2.12,2,Noun
progress,2.12,1084,Noun
pussyfoot,2.12,7,Noun
recombination,2.12,1,Noun
reengage,2.12,1,Noun
semipro,2.12,5,Noun
subordination,2.12,3,Noun
totalitarianism,2.12,2,Noun
ultralow,2.12,1,Noun
watchfulness,2.12,1,Noun
animosity,2.11,31,Noun
assessment,2.11,158,Noun
baseness,2.11,2,Noun
bluntness,2.11,11,Noun
cautiousness,2.11,1,Noun
centralization,2.11,1,Noun
challenge,2.11,1013,Noun
chastisement,2.11,4,Noun
conclusion,2.11,465,Noun
consistence,2.11,1,Noun
contradiction,2.11,75,Noun
countersuit,2.11,2,Noun
crises,2.11,27,Noun
decommission,2.11,5,Noun
demineralization,2.11,1,Noun
demoralization,2.11,1,Noun
disgrace,2.11,409,Noun
elaboration,2.11,4,Noun
fierceness,2.11,2,Noun
fragility,2.11,7,Noun
glamour,2.11,159,Noun
governance,2.11,5,Noun
immorality,2.11,22,Noun
incompleteness,2.11,1,Noun
influence,2.11,754,Noun
intimidation,2.11,28,Noun
lameness,2.11,5,Noun
lateness,2.11,12,Noun
matrimony,2.11,136,Noun
medievalism,2.11,1,Noun
naturalization,2.11,13,Noun
norm,2.11,170,Noun
oddity,2.11,6,Noun
overreaction,2.11,14,Noun
posterity,2.11,33,Noun
premium,2.11,88,Noun
recklessness,2.11,15,Noun
relation,2.11,210,Noun
scatterbrains,2.11,2,Noun
slightness,2.11,1,Noun
sooth,2.11,11,Noun
sternness,2.11,1,Noun
strangeness,2.11,18,Noun
tolerance,2.11,130,Noun
turmoil,2.11,63,Noun
unionism,2.11,2,Noun
adjustability,2.1,1,Noun
advancement,2.1,63,Noun
alchemy,2.1,11,Noun
assertiveness,2.1,9,Noun
cancellation,2.1,65,Noun
cheater,2.1,109,Noun
conceit,2.1,24,Noun
concentration,2.1,282,Noun
cowardice,2.1,91,Noun
creed,2.1,129,Noun
derangement,2.1,7,Noun
disposition,2.1,110,Noun
functionality,2.1,4,Noun
futility,2.1,25,Noun
interchangeability,2.1,1,Noun
motivation,2.1,151,Noun
perfectionism,2.1,4,Noun
phobia,2.1,52,Noun
postmodernism,2.1,1,Noun
raunchy,2.1,18,Noun
rejuvenation,2.1,4,Noun
reluctance,2.1,46,Noun
reoccurrence,2.1,1,Noun
repulsion,2.1,8,Noun
sentiment,2.1,162,Noun
tactic,2.1,79,Noun
temperance,2.1,40,Noun
topnotch,2.1,20,Noun
unimportance,2.1,3,Noun
variant,2.1,9,Noun
devilry,2.09,2,Noun
enticement,2.09,4,Noun
nationalist,2.09,12,Noun
patrimony,2.09,1,Noun
petulance,2.09,5,Noun
reprehend,2.09,1,Noun
snippety,2.09,2,Noun
tad,2.09,238,Noun
acceptant,2.08,1,Noun
blessings,2.08,206,Noun
concurrence,2.08,2,Noun
consent,2.08,379,Noun
consumerism,2.08,9,Noun
dangerousness,2.08,1,Noun
defeatist,2.08,21,Noun
destitution,2.08,2,Noun
deterrence,2.08,2,Noun
deviance,2.08,3,Noun
distinction,2.08,150,Noun
downturn,2.08,4,Noun
duration,2.08,81,Noun
effervescence,2.08,6,Noun
elation,2.08,18,Noun
failure,2.08,1021,Noun
falsification,2.08,3,Noun
feudalism,2.08,2,Noun
micro,2.08,29,Noun
mindblower,2.08,1,Noun
mishmash,2.08,6,Noun
necessity,2.08,147,Noun
nepotism,2.08,9,Noun
nonperson,2.08,1,Noun
personality,2.08,811,Noun
prelaw,2.08,5,Noun
propagation,2.08,10,Noun
questing,2.08,4,Noun
reactivation,2.08,1,Noun
reinvestment,2.08,1,Noun
resiliency,2.08,3,Noun
singularity,2.08,65,Noun
stumper,2.08,2,Noun
survivorship,2.08,3,Noun
syntax,2.08,18,Noun
tangent,2.08,19,Noun
unchallenging,2.08,1,Noun
valuation,2.08,4,Noun
vendetta,2.08,62,Noun
allegory,2.07,12,Noun
amusement,2.07,191,Noun
appropriateness,2.07,2,Noun
bashfulness,2.07,1,Noun
birdbrain,2.07,12,Noun
charisma,2.07,50,Noun
cleverness,2.07,26,Noun
commercialism,2.07,9,Noun
commercialization,2.07,4,Noun
connotation,2.07,14,Noun
consecration,2.07,2,Noun
conviction,2.07,303,Noun
counterterrorism,2.07,2,Noun
criticism,2.07,155,Noun
decentralization,2.07,1,Noun
decommissioning,2.07,5,Noun
deficiency,2.07,53,Noun
doings,2.07,24,Noun
dramatics,2.07,16,Noun
edginess,2.07,1,Noun
effectiveness,2.07,27,Noun
exactness,2.07,1,Noun
exclusion,2.07,12,Noun
favor,2.07,3609,Noun
feminization,2.07,2,Noun
fulfillment,2.07,52,Noun
hairsplitting,2.07,3,Noun
hesitancy,2.07,2,Noun
hiatus,2.07,20,Noun
hindrance,2.07,14,Noun
hindsight,2.07,46,Noun
immediacy,2.07,8,Noun
immunity,2.07,216,Noun
imperfection,2.07,15,Noun
inaction,2.07,7,Noun
individuality,2.07,43,Noun
infidelity,2.07,67,Noun
insensitivity,2.07,14,Noun
intermediary,2.07,17,Noun
jargon,2.07,31,Noun
jurisdiction,2.07,271,Noun
kind,2.07,30125,Noun
kindliness,2.07,2,Noun
kinkiness,2.07,1,Noun
legitimacy,2.07,26,Noun
loveliness,2.07,41,Noun
militarism,2.07,5,Noun
misfortune,2.07,136,Noun
misuse,2.07,28,Noun
monotheism,2.07,2,Noun
musicianship,2.07,1,Noun
origination,2.07,4,Noun
overexcite,2.07,1,Noun
overindulgence,2.07,1,Noun
playfulness,2.07,7,Noun
premier,2.07,127,Noun
preventer,2.07,2,Noun
proxy,2.07,46,Noun
recollection,2.07,80,Noun
reevaluation,2.07,5,Noun
reformation,2.07,10,Noun
reminiscence,2.07,6,Noun
resemblance,2.07,180,Noun
restructuring,2.07,18,Noun
ridicule,2.07,100,Noun
salvation,2.07,256,Noun
scarcity,2.07,8,Noun
serialization,2.07,1,Noun
solitude,2.07,102,Noun
superstition,2.07,105,Noun
surefire,2.07,13,Noun
testiness,2.07,1,Noun
times,2.07,11221,Noun
tragedy,2.07,723,Noun
travesty,2.07,46,Noun
ultimatum,2.07,66,Noun
unavailability,2.07,2,Noun
usage,2.07,26,Noun
vulgarity,2.07,18,Noun
westernization,2.07,1,Noun
wretchedness,2.07,2,Noun
frustration,2.06,152,Noun
tenderness,2.06,129,Noun
cant,2.05,119,Noun
descriptor,2.05,1,Noun
harebrain,2.05,1,Noun
knack,2.05,127,Noun
regionalism,2.05,1,Noun
transmigration,2.05,4,Noun
abracadabra,2.04,53,Noun
abruptness,2.04,4,Noun
acclaim,2.04,22,Noun
adaptation,2.04,81,Noun
afterthought,2.04,13,Noun
analyses,2.04,7,Noun
apathy,2.04,24,Noun
attribution,2.04,4,Noun
autonomy,2.04,27,Noun
brilliancy,2.04,2,Noun
causality,2.04,7,Noun
caution,2.04,263,Noun
cheekiness,2.04,1,Noun
cockiness,2.04,3,Noun
condemnation,2.04,24,Noun
conformation,2.04,5,Noun
convenience,2.04,245,Noun
correlation,2.04,29,Noun
coyness,2.04,2,Noun
